market_id,reference_id,status
1021359,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1021733,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1021733,575ade98-76e3-46f5-8579-9284e9584010,Y
1021733,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1021733,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1021733,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1021732,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1021732,575ade98-76e3-46f5-8579-9284e9584010,Y
1021732,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1021732,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1021732,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1019662,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1019662,575ade98-76e3-46f5-8579-9284e9584010,N
1019662,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1019662,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1019662,312d8d42-65ef-4134-9fee-2e5944336a13,N
1019904,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1019904,575ade98-76e3-46f5-8579-9284e9584010,Y
1019904,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1019904,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1019904,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1019222,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1019222,575ade98-76e3-46f5-8579-9284e9584010,N
1019222,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1019222,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1019222,312d8d42-65ef-4134-9fee-2e5944336a13,N
1019495,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1019495,575ade98-76e3-46f5-8579-9284e9584010,N
1019495,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1019495,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1019495,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1020068,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1020068,575ade98-76e3-46f5-8579-9284e9584010,N
1020068,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1020068,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1020068,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1009810,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1009810,575ade98-76e3-46f5-8579-9284e9584010,Y
1009810,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1009810,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1009810,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1021627,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1021627,575ade98-76e3-46f5-8579-9284e9584010,Y
1021627,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1021627,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1021627,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1001245,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1001245,575ade98-76e3-46f5-8579-9284e9584010,Y
1001245,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1001245,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1001245,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1002984,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1002984,575ade98-76e3-46f5-8579-9284e9584010,N
1002984,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1002984,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1002984,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1005086,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1005086,575ade98-76e3-46f5-8579-9284e9584010,Y
1005086,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1005086,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1005086,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1018033,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1018033,575ade98-76e3-46f5-8579-9284e9584010,N
1018033,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1018033,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1018033,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1018032,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1018032,575ade98-76e3-46f5-8579-9284e9584010,N
1018032,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1018032,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1018032,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1021450,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1021450,575ade98-76e3-46f5-8579-9284e9584010,N
1021450,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1021450,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1021450,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1018330,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1018330,575ade98-76e3-46f5-8579-9284e9584010,N
1018330,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1018330,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1018330,312d8d42-65ef-4134-9fee-2e5944336a13,N
1021225,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1021225,575ade98-76e3-46f5-8579-9284e9584010,Y
1021225,5b1460aa-f4fc-4284-88df-1b6499abcaa2,Y
1021225,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1021225,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1019789,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1019789,575ade98-76e3-46f5-8579-9284e9584010,Y
1019789,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1019789,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1019789,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1021329,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1021329,575ade98-76e3-46f5-8579-9284e9584010,N
1021329,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1021329,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,N
1021329,312d8d42-65ef-4134-9fee-2e5944336a13,N
